frame,total_ms,event_ms,render_ms,swap_ms,gpu_ms,estimated_ticks,jit_runs,svc_calls,import_calls,jni_calls,gl_calls,draw_calls,draw_vertices,buffer_upload_bytes,texture_upload_bytes,allocation_calls,free_calls,reallocation_calls,live_heap_bytes,scene_hint,top_imports,top_gl
1866,16.6592,0.0015,3.8156,12.8416,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1867,16.6650,0.0016,3.9421,12.7209,0.6820,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1868,16.6587,0.0017,4.1690,12.4875,0.6728,2869248,2802,2802,2801,0,1918,247,3690,6048,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1869,16.6666,0.0015,3.8331,12.8315,0.6830,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1870,16.6595,0.0016,3.9469,12.7105,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1871,16.6662,0.0016,4.4045,12.2597,0.6830,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1872,16.6646,0.0016,4.0109,12.6516,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1873,16.5950,0.0018,4.6630,11.9296,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1874,16.7112,0.0013,3.8532,12.8562,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1875,16.6740,0.0016,4.0818,12.5902,0.6728,2869248,2802,2802,2801,0,1918,247,3690,6048,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1876,16.6571,0.0015,3.9264,12.7287,0.6912,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1877,16.6032,0.0014,3.7836,12.8177,0.6820,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1878,16.6537,0.0013,3.5491,13.1029,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1879,16.6657,0.0013,4.3285,12.3355,0.6820,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1880,16.6588,0.0013,3.8135,12.8434,0.6912,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1881,16.6621,0.0015,3.9009,12.7592,0.6830,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1882,16.6517,0.0015,4.1313,12.5184,0.6738,2869248,2802,2802,2801,0,1918,247,3690,6048,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1883,16.7564,0.0016,4.1063,12.6480,0.6820,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49649216,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1884,16.6439,0.2165,3.3641,13.0629,0.6912,2786304,2721,2721,2780,0,1917,247,3690,0,0,48,35,3,49650848,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1885,16.6664,0.0013,3.7250,12.9397,0.6820,2785280,2720,2720,2719,0,1917,247,3690,0,0,30,30,3,49650848,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1886,16.6662,0.0016,3.9341,12.7300,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49650848,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1887,17.2938,0.0016,4.0107,13.2810,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,30,30,3,49650848,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1888,15.9669,0.0015,3.9446,12.0203,0.6912,2869248,2802,2802,2801,0,1918,247,3690,6048,0,30,30,3,49650848,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1889,64.4087,60.8336,3.5501,0.0243,0.7997,2890752,2823,2823,4530,42,1920,247,3690,6624,0,181,187,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,memcmp:1668|glVertexAttribPointer:729|memcpy:370|glBindBuffer:268|glUniformMatrix4fv:208|free:185|glDrawArrays:181|malloc:166|glActiveTexture:157|glBindTexture:157,glVertexAttribPointer:729|glBindBuffer:268|glUniformMatrix4fv:208|glDrawArrays:181|glActiveTexture:157|glBindTexture:157|glDrawElements:66|glEnable:61
1890,22.8456,0.0468,3.4262,19.3723,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,glVertexAttribPointer:729|memcmp:512|glBindBuffer:268|memcpy:211|glUniformMatrix4fv:208|glDrawArrays:181|glBindTexture:157|glActiveTexture:157|glDrawElements:66|glEnable:61,glVertexAttribPointer:729|glBindBuffer:268|glUniformMatrix4fv:208|glDrawArrays:181|glActiveTexture:157|glBindTexture:157|glDrawElements:66|glEnable:61
1891,12.7556,0.0016,3.5910,9.1627,0.6943,2869248,2802,2802,2801,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1892,16.5484,0.0010,3.5249,13.0222,0.7209,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1893,16.6944,0.0013,3.7262,12.9665,0.6840,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1894,16.8385,0.0025,5.5540,11.2810,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1895,16.5423,0.0029,7.5354,9.0031,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1896,16.6430,0.0026,5.4352,11.2041,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1897,16.6535,0.0024,4.7888,11.8616,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1898,16.6708,0.0019,4.6499,12.0182,0.6738,2868224,2801,2801,2800,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1899,16.6888,0.0018,4.4014,12.2850,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1900,16.6550,0.0021,4.3724,12.2799,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1901,16.6396,0.0021,4.3886,12.2483,0.6830,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1902,16.6716,0.0019,4.7435,11.9256,0.6912,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1903,16.6554,0.0021,4.4940,12.1586,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1904,16.6471,0.0018,4.5235,12.1212,0.6728,2868224,2801,2801,2800,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1905,16.6873,0.0019,4.4381,12.2466,0.6820,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1906,16.6524,0.0585,4.3504,12.2427,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1907,16.6173,0.2540,4.2837,12.0788,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1908,16.7067,0.2076,4.2467,12.2516,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1909,16.6452,0.6025,4.4522,11.5896,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1910,16.6360,0.0434,4.4754,12.1165,0.6738,2868224,2801,2801,2800,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1911,16.7655,0.2174,4.2089,12.3385,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1912,15.2568,0.1938,3.8153,11.2470,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1913,16.6483,0.1802,3.9926,12.4748,0.6820,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1914,16.7290,0.1971,4.2164,12.3148,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1915,16.6389,0.5939,4.1935,11.8507,0.6799,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1916,16.6258,0.0426,4.3347,12.2479,0.6738,2868224,2801,2801,2800,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1917,16.7087,0.1967,4.2484,12.2628,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1918,16.6676,0.5973,4.4388,11.6307,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1919,16.6118,0.0545,4.3202,12.2360,0.6830,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1920,16.6893,0.2092,4.2748,12.2045,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1921,16.6387,0.5613,4.3471,11.7295,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1922,16.6684,0.0410,4.3144,12.3123,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1923,16.6509,0.1925,4.4623,11.9953,0.6728,2869248,2802,2802,2801,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1924,16.7376,0.1923,4.2110,12.3335,0.6963,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1925,16.7308,0.0019,6.5363,10.1919,0.7608,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1926,16.7198,0.0038,7.2151,9.4998,0.6912,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1927,16.5412,0.6273,4.8099,11.1027,0.6973,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1928,16.6526,1.4130,6.0609,9.1777,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1929,16.6863,0.5850,7.3600,8.7401,0.6728,2868224,2801,2801,2800,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1930,16.6238,0.5176,4.8596,11.2457,0.6902,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1931,16.6326,0.6128,4.7568,11.2621,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1932,16.6723,0.5735,4.5651,11.5329,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1933,16.7305,1.2231,6.8669,8.6397,0.6953,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1934,16.6060,0.0649,6.8814,9.6587,0.6902,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1935,16.6527,0.6359,5.5952,10.4187,0.6728,2869248,2802,2802,2801,0,1918,247,3690,6048,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1936,16.6918,0.5148,4.4042,11.7720,0.6932,2785280,2720,2720,2719,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
1937,16.5951,1.0417,4.4676,11.0851,0.6830,2786304,2721,2721,2720,0,1917,247,3690,0,0,29,29,3,49649392,Response: 1~|~700355~|~2~|~Skystrike~|~3~|~48342~|~4~|~hinkik~|~5~|~8.05~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F700000%2F700355_Skystrike.mp3~|~16~|~~|~,,
